Date,Pair4 PnL,USDJPY,USDEUR,USDGBP,USDAUD,USDCAD,USDCHF,USDNZD,USDSGD,USDZAR
2010-03-10,0.0,0,0,0,0,0,0,0,0,0
2010-03-11,0.0,0,0,0,0,0,0,0,0,0
2010-03-12,0.0,0,0,0,0,0,0,0,0,0
2010-03-15,0.0,0,0,0,0,0,0,0,0,0
2010-03-16,-0.0,0,0,0,0,0,0,0,0,0
2010-03-17,0.0,0,0,0,0,0,0,0,0,0
2010-03-18,0.0,0,0,0,0,0,0,0,0,0
2010-03-19,0.0,0,0,0,0,0,0,0,0,0
2010-03-22,0.0,0,0,0,0,0,0,0,0,0
2010-03-23,0.0,0,0,0,0,0,0,0,0,0
2010-03-24,0.0,0,0,0,0,0,0,0,0,0
2010-03-25,0.0,0,0,0,0,0,0,0,0,0
2010-03-26,0.0,0,0,0,0,0,0,0,0,0
2010-03-29,-0.0,0,0,0,0,0,0,0,0,0
2010-03-30,0.0,0,0,0,0,0,0,0,0,0
2010-03-31,0.0,0,0,0,0,0,0,0,0,0
2010-04-01,0.0,0,0,0,0,0,0,0,0,0
2010-04-02,0.0,0,0,0,0,0,0,0,0,0
2010-04-05,0.0,0,0,0,0,0,0,0,0,0
2010-04-06,0.0,0,0,0,0,0,0,0,0,0
2010-04-07,0.0,0,0,0,0,0,0,0,0,0
2010-04-08,0.0,0,0,0,0,0,0,0,0,0
2010-04-09,0.0,0,0,0,0,0,0,0,0,0
2010-04-12,0.0,0,0,0,0,0,0,0,0,0
2010-04-13,0.0,0,0,0,0,0,0,0,0,0
2010-04-14,0.0,0,0,0,0,0,0,0,0,0
2010-04-15,0.0,0,0,0,0,0,0,0,0,0
2010-04-16,0.0,0,0,0,0,0,0,0,0,0
2010-04-19,0.0,0,0,0,0,0,0,0,0,0
2010-04-20,0.0,0,0,0,0,0,0,0,0,0
2010-04-21,0.0,0,0,0,0,0,0,0,0,0
2010-04-22,0.0,0,0,0,0,0,0,0,0,0
2010-04-23,0.0,0,0,0,0,0,0,0,0,0
2010-04-26,0.0,0,0,0,0,0,0,0,0,0
2010-04-27,0.0,0,0,0,0,0,0,0,0,0
2010-04-28,0.0,0,0,0,0,0,0,0,0,0
2010-04-29,0.0,0,0,0,0,0,0,0,0,0
2010-04-30,0.0,0,0,0,0,0,0,0,0,0
2010-05-03,0.0,0,0,0,0,0,0,0,0,0
2010-05-04,0.0,0,0,0,0,0,0,0,0,0
2010-05-05,0.0,0,0,0,0,0,0,0,0,0
2010-05-06,0.0,0,0,0,0,0,0,0,0,0
2010-05-07,0.0,0,0,0,0,0,0,0,0,0
2010-05-10,0.0,0,0,0,0,0,0,0,0,0
2010-05-11,0.0,0,0,0,0,0,0,0,0,0
2010-05-12,0.0,0,0,0,0,0,0,0,0,0
2010-05-13,0.0,0,0,0,0,0,0,0,0,0
2010-05-14,0.0,0,0,0,0,0,0,0,0,0
2010-05-17,0.0,0,0,0,0,0,0,0,0,0
2010-05-18,0.0,0,0,0,0,0,0,0,0,0
2010-05-19,0.0,0,0,0,0,0,0,0,0,0
2010-05-20,-0.01554728744950884,0,0,0,-1,1,0,0,0,0
2010-05-21,0.0,0,0,0,0,0,0,0,0,0
2010-05-24,0.0,0,0,0,0,0,0,0,0,0
2010-05-25,0.0,0,0,0,0,0,0,0,0,0
2010-05-26,0.0,0,0,0,0,0,0,0,0,0
2010-05-27,0.0,0,0,0,0,0,0,0,0,0
2010-05-28,0.0,0,0,0,0,0,0,0,0,0
2010-05-31,0.0,0,0,0,0,0,0,0,0,0
2010-06-01,0.0,0,0,0,0,0,0,0,0,0
2010-06-02,0.0,0,0,0,0,0,0,0,0,0
2010-06-03,0.0,0,0,0,0,0,0,0,0,0
2010-06-04,0.0,0,0,0,0,0,0,0,0,0
2010-06-07,0.0,0,0,0,0,0,0,0,0,0
2010-06-08,0.0,0,0,0,0,0,0,0,0,0
2010-06-09,0.0,0,0,0,0,0,0,0,0,0
2010-06-10,-0.0,0,0,0,0,0,0,0,0,0
2010-06-11,0.0,0,0,0,0,0,0,0,0,0
2010-06-14,0.0,0,0,0,0,0,0,0,0,0
2010-06-15,-0.0,0,0,0,0,0,0,0,0,0
2010-06-16,0.0,0,0,0,0,0,0,0,0,0
2010-06-17,0.0,0,0,0,0,0,0,0,0,0
2010-06-18,-0.0,0,0,0,0,0,0,0,0,0
2010-06-21,0.0,0,0,0,0,0,0,0,0,0
2010-06-22,0.0,0,0,0,0,0,0,0,0,0
2010-06-23,0.0,0,0,0,0,0,0,0,0,0
2010-06-24,0.0,0,0,0,0,0,0,0,0,0
2010-06-25,0.0,0,0,0,0,0,0,0,0,0
2010-06-28,0.0,0,0,0,0,0,0,0,0,0
2010-06-29,0.0,0,0,0,0,0,0,0,0,0
2010-06-30,0.0,0,0,0,0,0,0,0,0,0
2010-07-01,0.0,0,0,0,0,0,0,0,0,0
2010-07-02,0.0,0,0,0,0,0,0,0,0,0
2010-07-05,0.0,0,0,0,0,0,0,0,0,0
2010-07-06,-0.0,0,0,0,0,0,0,0,0,0
2010-07-07,0.0,0,0,0,0,0,0,0,0,0
2010-07-08,0.0,0,0,0,0,0,0,0,0,0
2010-07-09,0.0,0,0,0,0,0,0,0,0,0
2010-07-12,0.0,0,0,0,0,0,0,0,0,0
2010-07-13,0.0,0,0,0,0,0,0,0,0,0
2010-07-14,0.0,0,0,0,0,0,0,0,0,0
2010-07-15,0.0,0,0,0,0,0,0,0,0,0
2010-07-16,0.0,0,0,0,0,0,0,0,0,0
2010-07-19,0.0,0,0,0,0,0,0,0,0,0
2010-07-20,0.0,0,0,0,0,0,0,0,0,0
2010-07-21,0.0,0,0,0,0,0,0,0,0,0
2010-07-22,0.0,0,0,0,0,0,0,0,0,0
2010-07-23,0.0,0,0,0,0,0,0,0,0,0
2010-07-26,-0.0,0,0,0,0,0,0,0,0,0
2010-07-27,0.0,0,0,0,0,0,0,0,0,0
2010-07-28,0.0,0,0,0,0,0,0,0,0,0
2010-07-29,-0.0,0,0,0,0,0,0,0,0,0
2010-07-30,0.0,0,0,0,0,0,0,0,0,0
2010-08-02,0.0,0,0,0,0,0,0,0,0,0
2010-08-03,0.0,0,0,0,0,0,0,0,0,0
2010-08-04,0.0,0,0,0,0,0,0,0,0,0
2010-08-05,0.0,0,0,0,0,0,0,0,0,0
2010-08-06,0.0,0,0,0,0,0,0,0,0,0
2010-08-09,0.0,0,0,0,0,0,0,0,0,0
2010-08-10,0.0,0,0,0,0,0,0,0,0,0
2010-08-11,0.0,0,0,0,0,0,0,0,0,0
2010-08-12,0.0,0,0,0,0,0,0,0,0,0
2010-08-13,0.0,0,0,0,0,0,0,0,0,0
2010-08-16,0.0,0,0,0,0,0,0,0,0,0
2010-08-17,0.0,0,0,0,0,0,0,0,0,0
2010-08-18,0.0,0,0,0,0,0,0,0,0,0
2010-08-19,0.0,0,0,0,0,0,0,0,0,0
2010-08-20,0.0,0,0,0,0,0,0,0,0,0
2010-08-23,0.0,0,0,0,0,0,0,0,0,0
2010-08-24,0.0,0,0,0,0,0,0,0,0,0
2010-08-25,0.0,0,0,0,0,0,0,0,0,0
2010-08-26,0.0,0,0,0,0,0,0,0,0,0
2010-08-27,-0.0,0,0,0,0,0,0,0,0,0
2010-08-30,0.0,0,0,0,0,0,0,0,0,0
2010-08-31,0.0,0,0,0,0,0,0,0,0,0
2010-09-01,0.0,0,0,0,0,0,0,0,0,0
2010-09-02,0.0,0,0,0,0,0,0,0,0,0
2010-09-03,0.0,0,0,0,0,0,0,0,0,0
2010-09-06,0.0,0,0,0,0,0,0,0,0,0
2010-09-07,0.0,0,0,0,0,0,0,0,0,0
2010-09-08,0.0,0,0,0,0,0,0,0,0,0
2010-09-09,0.0,0,0,0,0,0,0,0,0,0
2010-09-10,0.0,0,0,0,0,0,0,0,0,0
2010-09-13,0.0,0,0,0,0,0,0,0,0,0
2010-09-14,-0.0,0,0,0,0,0,0,0,0,0
2010-09-15,-0.0,0,0,0,0,0,0,0,0,0
2010-09-16,0.0,0,0,0,0,0,0,0,0,0
2010-09-17,0.0,0,0,0,0,0,0,0,0,0
2010-09-20,0.0,0,0,0,0,0,0,0,0,0
2010-09-21,0.0,0,0,0,0,0,0,0,0,0
2010-09-22,-0.0,0,0,0,0,0,0,0,0,0
2010-09-23,0.0,0,0,0,0,0,0,0,0,0
2010-09-24,0.0,0,0,0,0,0,0,0,0,0
2010-09-27,-0.0,0,0,0,0,0,0,0,0,0
2010-09-28,0.0,0,0,0,0,0,0,0,0,0
2010-09-29,0.0,0,0,0,0,0,0,0,0,0
2010-09-30,-0.004039537868163023,0,0,0,1,-1,0,0,0,0
2010-10-01,0.006009985141050667,0,0,0,1,-1,0,0,0,0
2010-10-04,0.0029537658434495295,0,0,0,1,-1,0,0,0,0
2010-10-05,0.0023393325305651747,0,0,0,1,-1,0,0,0,0
2010-10-06,0.001785904040656483,0,0,0,1,-1,0,0,0,0
2010-10-07,-0.0001351582884075997,0,0,0,1,-1,0,0,0,0
2010-10-08,-0.012778083172745869,0,0,0,1,-1,0,0,0,0
2010-10-11,0.0008350975207676026,0,0,0,1,-1,0,0,0,0
2010-10-12,0.0022238510668080025,0,0,0,1,-1,0,0,0,0
2010-10-13,0.00010615618990261755,0,0,0,1,-1,0,0,0,0
2010-10-14,0.0023905726070315714,0,0,0,1,-1,0,0,0,0
2010-10-15,-0.0031789768029597543,0,0,0,1,-1,0,0,0,0
2010-10-18,-0.004192444118454208,0,0,0,1,-1,0,0,0,0
2010-10-19,-0.004769661668869607,0,0,0,1,-1,0,0,0,0
2010-10-20,0.003793672174442708,0,0,0,1,-1,0,0,0,0
2010-10-21,-0.0048830540945487,0,0,0,1,-1,0,0,0,0
2010-10-22,0.0035763219117743716,0,0,0,1,-1,0,0,0,0
2010-10-25,-0.005674095066188989,0,0,0,1,-1,0,0,0,0
2010-10-26,0.0006179265183549054,0,0,0,1,-1,0,0,0,0
2010-10-27,-0.00035764221103895544,0,0,0,1,-1,0,0,0,0
2010-10-28,0.009668980058125998,0,0,0,1,-1,0,0,0,0
2010-10-29,0.0,0,0,0,1,-1,0,0,0,0
2010-11-01,-0.004436168325168244,0,0,0,1,-1,0,0,0,0
2010-11-02,0.0033307237466793094,0,0,0,1,-1,0,0,0,0
2010-11-03,-0.006529553521799181,0,0,0,1,-1,0,0,0,0
2010-11-04,-0.004518573532462766,0,0,0,1,-1,0,0,0,0
2010-11-05,-0.0056651395368148005,0,0,0,1,-1,0,0,0,0
2010-11-08,0.0019125717424753885,0,0,0,1,-1,0,0,0,0
2010-11-09,0.0014655298242671755,0,0,0,1,-1,0,0,0,0
2010-11-10,0.0029683796850281663,0,0,0,1,-1,0,0,0,0
2010-11-11,0.006865005208219532,0,0,0,1,-1,0,0,0,0
2010-11-12,0.0042185107518684095,0,0,0,1,-1,0,0,0,0
2010-11-15,0.0012990052469477043,0,0,0,1,-1,0,0,0,0
2010-11-16,0.006231407816322365,0,0,0,1,-1,0,0,0,0
2010-11-17,-0.004213621365688924,0,0,0,1,-1,0,0,0,0
2010-11-18,-0.007128226937983317,0,0,0,1,-1,0,0,0,0
2010-11-19,-0.0042422056003013076,0,0,0,1,-1,0,0,0,0
2010-11-22,0.0026548732936997332,0,0,0,1,-1,0,0,0,0
2010-11-23,0.00045506943285800183,0,0,0,1,-1,0,0,0,0
2010-11-24,0.010036037150160437,0,0,0,1,-1,0,0,0,0
2010-11-25,0.001123164848913838,0,0,0,1,-1,0,0,0,0
2010-11-26,0.008771708435959757,0,0,0,1,-1,0,0,0,0
2010-11-29,0.0017149828022848812,0,0,0,1,-1,0,0,0,0
2010-11-30,0.005015436948668128,0,0,0,1,-1,0,0,0,0
2010-12-01,-0.005121927550335803,0,0,0,1,-1,0,0,0,0
2010-12-02,0.0007885004083881819,0,0,0,1,-1,0,0,0,0
2010-12-03,0.003328815715757716,0,0,0,1,-1,0,0,0,0
2010-12-06,-0.014474832068508636,0,0,0,1,-1,0,0,0,0
2010-12-07,0.0004104598803182924,0,0,0,1,-1,0,0,0,0
2010-12-08,0.0005629964472022575,0,0,0,1,-1,0,0,0,0
2010-12-09,0.004031506321496958,0,0,0,1,-1,0,0,0,0
2010-12-10,-0.004893115558597505,0,0,0,1,-1,0,0,0,0
2010-12-13,0.0002958993576726021,0,0,0,1,-1,0,0,0,0
2010-12-14,-0.008251464550609544,0,0,0,1,-1,0,0,0,0
2010-12-15,-0.001018287856056288,0,0,0,1,-1,0,0,0,0
2010-12-16,0.012579499504059899,0,0,0,1,-1,0,0,0,0
2010-12-17,-0.003963827843024292,0,0,0,1,-1,0,0,0,0
2010-12-20,-0.0052770533542709774,0,0,0,1,-1,0,0,0,0
2010-12-21,-0.010275525012648612,0,0,0,1,-1,0,0,0,0
2010-12-22,-0.003478184665968942,0,0,0,1,-1,0,0,0,0
2010-12-23,0.0021234998391480575,0,0,0,1,-1,0,0,0,0
2010-12-24,-0.0018152599958988214,0,0,0,1,-1,0,0,0,0
2010-12-27,0.003372585308502707,0,0,0,1,-1,0,0,0,0
2010-12-28,-0.001194342331949927,0,0,0,1,-1,0,0,0,0
2010-12-29,-0.00014209900307449175,0,0,0,1,-1,0,0,0,0
2010-12-30,-0.005397699107983933,0,0,0,1,-1,0,0,0,0
2010-12-31,0.0017973733354953447,0,0,0,1,-1,0,0,0,0
2011-01-03,0.0013566180268843597,0,0,0,1,-1,0,0,0,0
2011-01-04,0.004765782603512014,0,0,0,1,-1,0,0,0,0
2011-01-05,0.004994964685129721,0,0,0,1,-1,0,0,0,0
2011-01-06,0.007803689987547546,0,0,0,1,-1,0,0,0,0
2011-01-07,0.0058957634898813005,0,0,0,1,-1,0,0,0,0
2011-01-10,0.0035295633570935347,0,0,0,1,-1,0,0,0,0
2011-01-11,-0.0003089338254993468,0,0,0,1,-1,0,0,0,0
2011-01-12,0.016188075556087922,0,0,0,1,-1,0,0,0,0
2011-01-13,-0.0,0,0,0,0,0,0,0,0,0
2011-01-14,0.0,0,0,0,0,0,0,0,0,0
2011-01-17,0.0,0,0,0,0,0,0,0,0,0
2011-01-18,0.0,0,0,0,0,0,0,0,0,0
2011-01-19,0.0,0,0,0,0,0,0,0,0,0
2011-01-20,0.0,0,0,0,0,0,0,0,0,0
2011-01-21,0.0,0,0,0,0,0,0,0,0,0
2011-01-24,-0.0,0,0,0,0,0,0,0,0,0
2011-01-25,0.0,0,0,0,0,0,0,0,0,0
2011-01-26,0.0,0,0,0,0,0,0,0,0,0
2011-01-27,0.0,0,0,0,0,0,0,0,0,0
2011-01-28,0.0,0,0,0,0,0,0,0,0,0
2011-01-31,0.0,0,0,0,0,0,0,0,0,0
2011-02-01,0.0,0,0,0,0,0,0,0,0,0
2011-02-02,-0.0,0,0,0,0,0,0,0,0,0
2011-02-03,0.0,0,0,0,0,0,0,0,0,0
2011-02-04,0.0,0,0,0,0,0,0,0,0,0
2011-02-07,0.0,0,0,0,0,0,0,0,0,0
2011-02-08,0.0,0,0,0,0,0,0,0,0,0
2011-02-09,0.0,0,0,0,0,0,0,0,0,0
2011-02-10,0.0,0,0,0,0,0,0,0,0,0
2011-02-11,0.0,0,0,0,0,0,0,0,0,0
2011-02-14,0.0,0,0,0,0,0,0,0,0,0
2011-02-15,0.0,0,0,0,0,0,0,0,0,0
2011-02-16,0.0,0,0,0,0,0,0,0,0,0
2011-02-17,0.0,0,0,0,0,0,0,0,0,0
2011-02-18,-0.0,0,0,0,0,0,0,0,0,0
2011-02-21,0.0,0,0,0,0,0,0,0,0,0
2011-02-22,0.0,0,0,0,0,0,0,0,0,0
2011-02-23,0.0,0,0,0,0,0,0,0,0,0
2011-02-24,0.0,0,0,0,0,0,0,0,0,0
2011-02-25,0.0,0,0,0,0,0,0,0,0,0
2011-02-28,0.0,0,0,0,0,0,0,0,0,0
2011-03-01,0.0,0,0,0,0,0,0,0,0,0
2011-03-02,0.0,0,0,0,0,0,0,0,0,0
2011-03-03,0.0,0,0,0,0,0,0,0,0,0
2011-03-04,0.0,0,0,0,0,0,0,0,0,0
2011-03-07,0.0,0,0,0,0,0,0,0,0,0
2011-03-08,0.0,0,0,0,0,0,0,0,0,0
2011-03-09,0.0,0,0,0,0,0,0,0,0,0
2011-03-10,0.0,0,0,0,0,0,0,0,0,0
2011-03-11,0.0,0,0,0,0,0,0,0,0,0
2011-03-14,-0.0,0,0,0,0,0,0,0,0,0
2011-03-15,0.0,0,0,0,0,0,0,0,0,0
2011-03-16,0.0,0,0,0,0,0,0,0,0,0
2011-03-17,0.0,0,0,0,0,0,0,0,0,0
2011-03-18,0.0,0,0,0,0,0,0,0,0,0
2011-03-21,0.0,0,0,0,0,0,0,0,0,0
2011-03-22,0.0,0,0,0,0,0,0,0,0,0
2011-03-23,0.0,0,0,0,0,0,0,0,0,0
2011-03-24,0.0,0,0,0,0,0,0,0,0,0
2011-03-25,0.0,0,0,0,0,0,0,0,0,0
2011-03-28,0.0,0,0,0,0,0,0,0,0,0
2011-03-29,0.0,0,0,0,0,0,0,0,0,0
2011-03-30,0.0,0,0,0,0,0,0,0,0,0
2011-03-31,0.0,0,0,0,0,0,0,0,0,0
2011-04-01,0.0,0,0,0,0,0,0,0,0,0
2011-04-04,0.0,0,0,0,0,0,0,0,0,0
2011-04-05,0.0,0,0,0,0,0,0,0,0,0
2011-04-06,0.0,0,0,0,0,0,0,0,0,0
2011-04-07,0.0,0,0,0,0,0,0,0,0,0
2011-04-08,0.0,0,0,0,0,0,0,0,0,0
2011-04-11,0.0,0,0,0,0,0,0,0,0,0
2011-04-12,0.0,0,0,0,0,0,0,0,0,0
2011-04-13,0.0,0,0,0,0,0,0,0,0,0
2011-04-14,0.0,0,0,0,0,0,0,0,0,0
2011-04-15,0.0,0,0,0,0,0,0,0,0,0
2011-04-18,0.0,0,0,0,0,0,0,0,0,0
2011-04-19,0.0,0,0,0,0,0,0,0,0,0
2011-04-20,0.0,0,0,0,0,0,0,0,0,0
2011-04-21,-0.0,0,0,0,0,0,0,0,0,0
2011-04-22,-0.0,0,0,0,0,0,0,0,0,0
2011-04-25,0.0,0,0,0,0,0,0,0,0,0
2011-04-26,0.0,0,0,0,0,0,0,0,0,0
2011-04-27,-0.0,0,0,0,0,0,0,0,0,0
2011-04-28,0.0,0,0,0,0,0,0,0,0,0
2011-04-29,0.0,0,0,0,0,0,0,0,0,0
2011-05-02,0.0,0,0,0,0,0,0,0,0,0
2011-05-03,0.0,0,0,0,0,0,0,0,0,0
2011-05-04,0.0,0,0,0,0,0,0,0,0,0
2011-05-05,0.0,0,0,0,0,0,0,0,0,0
2011-05-06,0.0,0,0,0,0,0,0,0,0,0
2011-05-09,0.0,0,0,0,0,0,0,0,0,0
2011-05-10,0.0,0,0,0,0,0,0,0,0,0
2011-05-11,0.0,0,0,0,0,0,0,0,0,0
2011-05-12,0.0,0,0,0,0,0,0,0,0,0
2011-05-13,0.0,0,0,0,0,0,0,0,0,0
2011-05-16,0.0,0,0,0,0,0,0,0,0,0
2011-05-17,0.0,0,0,0,0,0,0,0,0,0
2011-05-18,0.0,0,0,0,0,0,0,0,0,0
2011-05-19,0.0,0,0,0,0,0,0,0,0,0
2011-05-20,0.0,0,0,0,0,0,0,0,0,0
2011-05-23,0.0,0,0,0,0,0,0,0,0,0
2011-05-24,0.0,0,0,0,0,0,0,0,0,0
2011-05-25,0.0,0,0,0,0,0,0,0,0,0
2011-05-26,0.0,0,0,0,0,0,0,0,0,0
2011-05-27,0.0,0,0,0,0,0,0,0,0,0
2011-05-30,-0.0,0,0,0,0,0,0,0,0,0
2011-05-31,0.0,0,0,0,0,0,0,0,0,0
2011-06-01,0.0,0,0,0,0,0,0,0,0,0
2011-06-02,0.0,0,0,0,0,0,0,0,0,0
2011-06-03,0.0,0,0,0,0,0,0,0,0,0
2011-06-06,0.0,0,0,0,0,0,0,0,0,0
2011-06-07,0.0,0,0,0,0,0,0,0,0,0
2011-06-08,0.0,0,0,0,0,0,0,0,0,0
2011-06-09,0.0,0,0,0,0,0,0,0,0,0
2011-06-10,0.0,0,0,0,0,0,0,0,0,0
2011-06-13,0.0,0,0,0,0,0,0,0,0,0
2011-06-14,0.0,0,0,0,0,0,0,0,0,0
2011-06-15,0.0,0,0,0,0,0,0,0,0,0
2011-06-16,0.0,0,0,0,0,0,0,0,0,0
2011-06-17,0.0,0,0,0,0,0,0,0,0,0
2011-06-20,0.0,0,0,0,0,0,0,0,0,0
2011-06-21,0.0,0,0,0,0,0,0,0,0,0
2011-06-22,-0.0,0,0,0,0,0,0,0,0,0
2011-06-23,0.0,0,0,0,0,0,0,0,0,0
2011-06-24,0.0,0,0,0,0,0,0,0,0,0
2011-06-27,0.0,0,0,0,0,0,0,0,0,0
2011-06-28,0.0,0,0,0,0,0,0,0,0,0
2011-06-29,0.0,0,0,0,0,0,0,0,0,0
2011-06-30,0.0,0,0,0,0,0,0,0,0,0
2011-07-01,0.0,0,0,0,0,0,0,0,0,0
2011-07-04,0.0,0,0,0,0,0,0,0,0,0
2011-07-05,0.0,0,0,0,0,0,0,0,0,0
2011-07-06,0.0,0,0,0,0,0,0,0,0,0
2011-07-07,0.0,0,0,0,0,0,0,0,0,0
2011-07-08,0.0,0,0,0,0,0,0,0,0,0
2011-07-11,0.0,0,0,0,0,0,0,0,0,0
2011-07-12,0.0,0,0,0,0,0,0,0,0,0
2011-07-13,0.0,0,0,0,0,0,0,0,0,0
2011-07-14,-0.0,0,0,0,0,0,0,0,0,0
2011-07-15,0.0,0,0,0,0,0,0,0,0,0
2011-07-18,0.0,0,0,0,0,0,0,0,0,0
2011-07-19,0.0,0,0,0,0,0,0,0,0,0
2011-07-20,0.0,0,0,0,0,0,0,0,0,0
2011-07-21,-0.0,0,0,0,0,0,0,0,0,0
2011-07-22,-0.0,0,0,0,0,0,0,0,0,0
2011-07-25,0.0,0,0,0,0,0,0,0,0,0
2011-07-26,0.0,0,0,0,0,0,0,0,0,0
2011-07-27,-0.0,0,0,0,0,0,0,0,0,0
2011-07-28,0.0,0,0,0,0,0,0,0,0,0
2011-07-29,0.0,0,0,0,0,0,0,0,0,0
2011-08-01,0.0,0,0,0,0,0,0,0,0,0
2011-08-02,0.002333383287319135,0,0,0,1,-1,0,0,0,0
2011-08-03,0.014818693024906127,0,0,0,1,-1,0,0,0,0
2011-08-04,-0.0007018397222556816,0,0,0,1,-1,0,0,0,0
2011-08-05,0.011426639100243996,0,0,0,1,-1,0,0,0,0
2011-08-08,0.0,0,0,0,0,0,0,0,0,0
2011-08-09,0.0,0,0,0,0,0,0,0,0,0
2011-08-10,0.0,0,0,0,0,0,0,0,0,0
2011-08-11,0.0,0,0,0,0,0,0,0,0,0
2011-08-12,0.0,0,0,0,0,0,0,0,0,0
2011-08-15,0.0,0,0,0,0,0,0,0,0,0
2011-08-16,0.0,0,0,0,0,0,0,0,0,0
2011-08-17,0.0,0,0,0,0,0,0,0,0,0
2011-08-18,0.0,0,0,0,0,0,0,0,0,0
2011-08-19,0.0,0,0,0,0,0,0,0,0,0
2011-08-22,0.0,0,0,0,0,0,0,0,0,0
2011-08-23,0.0,0,0,0,0,0,0,0,0,0
2011-08-24,0.0,0,0,0,0,0,0,0,0,0
2011-08-25,0.0,0,0,0,0,0,0,0,0,0
2011-08-26,0.0,0,0,0,0,0,0,0,0,0
2011-08-29,0.0,0,0,0,0,0,0,0,0,0
2011-08-30,0.0,0,0,0,0,0,0,0,0,0
2011-08-31,0.0,0,0,0,0,0,0,0,0,0
2011-09-01,0.0,0,0,0,0,0,0,0,0,0
2011-09-02,0.0,0,0,0,0,0,0,0,0,0
2011-09-05,0.0,0,0,0,0,0,0,0,0,0
2011-09-06,0.0,0,0,0,0,0,0,0,0,0
2011-09-07,0.0,0,0,0,0,0,0,0,0,0
2011-09-08,-0.0,0,0,0,0,0,0,0,0,0
2011-09-09,0.0,0,0,0,0,0,0,0,0,0
2011-09-12,0.0,0,0,0,0,0,0,0,0,0
2011-09-13,0.0,0,0,0,0,0,0,0,0,0
2011-09-14,0.0,0,0,0,0,0,0,0,0,0
2011-09-15,0.0,0,0,0,0,0,0,0,0,0
2011-09-16,0.0,0,0,0,0,0,0,0,0,0
2011-09-19,0.0,0,0,0,0,0,0,0,0,0
2011-09-20,0.0,0,0,0,0,0,0,0,0,0
2011-09-21,0.0,0,0,0,0,0,0,0,0,0
2011-09-22,0.0,0,0,0,0,0,0,0,0,0
2011-09-23,0.0,0,0,0,0,0,0,0,0,0
2011-09-26,0.0,0,0,0,0,0,0,0,0,0
2011-09-27,0.0,0,0,0,0,0,0,0,0,0
2011-09-28,0.0,0,0,0,0,0,0,0,0,0
2011-09-29,0.0,0,0,0,0,0,0,0,0,0
2011-09-30,0.0,0,0,0,0,0,0,0,0,0
2011-10-03,0.0,0,0,0,0,0,0,0,0,0
2011-10-04,0.0,0,0,0,0,0,0,0,0,0
